id,alt_name,base_name,alt_address,base_address,city,state,alt_category,base_category,alt_confidence,base_confidence,sample_type,label,reason
08fa81008c25d6b2034056ee927c5840,pizzaria nunes,Pizzaria DE,"Avenida Morais Costa, 714",Avenida Morais Costa,São Paulo,SP,pizza_restaurant,Dining and Drinking > Restaurant > Pizzeria,0.23154848046309695,1.0,conflict,"",""
08f1ea3496a5164d03d849108a98dfbc,Gala Supermercato,Gala,Via P. Togliatti,Viale Palmiro Togliatti 2,Città Di Castello,PG,supermarket,,0.77,1.0,conflict,"",""
08f2661b2228b3990350416b04e58e61,Hollyhock Hill,Hollyhock Hill Restaurant,8110 N College Ave,8110 N College Ave,Indianapolis,IN,chicken_restaurant,chicken_restaurant,0.9962614185921548,0.77,conflict,"",""
281474977374045,Interstate Battery,Interstate All Battery Center,52 Daniel Webster Hwy,52 Daniel Webster Hwy,Merrimack,NH,battery_store,battery_store,0.77,0.77,conflict,"",""
08f1fae8de06cb6e0358ad20a5961710,ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,Unter den Eichen 7,Unter den Eichen 7,Wiesbaden,,real_estate,Business and Professional Services > Real Estate Service,0.48103896103896104,1.0,conflict,"",""
08f1f852314e30580373a86cedf0b53a,Médiathèque De Seltz,Médiathèque municipale,2 Avenue du Général Schneider,2 avenue du Général Schneider,Seltz,,library,Community and Government > Library,0.9837452982267598,1.0,conflict,"",""
08f4cc5509061ad303a7130f7c630b8f,Rent-A-Center Puerto Rico,Rent-A-Center,685 Avenida Emerito Estrada Rivera,"1300 Avenida Emerito Estrada Rivera, N 685",San Sebastián,,furniture_store,retail,0.9523423423423424,0.77,conflict,"",""
08f1f03b0dc94056035f06ff7b194d4a,Innovent GmbH Greifswald,Innovent GmbH,Baustraße 32,Baustr. 32,Greifswald,,information_technology_company,Business and Professional Services > Security and Safety,0.9467515923566879,1.0,conflict,"",""
08f29a1d69b0b8da034c4f6acaa03eaf,Instyle Nails and Spa,Instyle nails,8539 W Sunset Blvd,Sunset Blvd,West Hollywood,CA,spas,Business and Professional Services > Health and Beauty Service > Nail Salon,0.9544061302681992,1.0,conflict,"",""
08f39616f5482a810322e6b0721ad100,Kia,Kia Mitsubishi Ssangyong Béziers Tressol-chabrier Amk,9002 Bd Pierre Malafosse,9002 boulevard Pierre Malafosse,,,car_dealer,Retail > Automotive Retail > Car Dealership,0.9908651262761956,1.0,conflict,"",""
08f1fa53546ab05103999663cd757e64,Schlenkhoff Baustoff-Fachhandel,Schlenkhoff Baustoff-Fachhandel GmbH,Haedenkampstraße 8,Haedenkampstr. 8,Essen,,building_supply_store,Retail > Hardware Store,0.9918379237288135,1.0,conflict,"",""
08f64a6b4236677403cc793222a2a938,ฅ.กาแฟ ซดสด,ฅ.กาแฟ ซด สด 2555,ริมคลองชลประทาน,ริมคลองชลประทาน,Lop Buri,,coffee_shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",0.28686635944700467,1.0,conflict,"",""
08f1e2e22d4cc14003d9c0dc5f8789d0,Fontis,Fontis sp.j. Apteka. PHU. Wójcik A.G.,ulica Bohaterów Warszawy 106,Bohaterów Warszawy 106,Busko-Zdrój,26,pharmacy,Retail > Drugstore,0.6214335421016005,1.0,conflict,"",""
08f1fa9b74c33ccc039483228348fd42,Euronics hifiboehm Zeulenroda,EURONICS Zeulenroda,Markt 5,Markt 5,Zeulenroda-Triebes,TH,electronics,Retail > Computers and Electronics Retail > Electronics Store,0.6214335421016005,1.0,conflict,"",""
08f1e2d08a086140034987d408a3dd0f,Galadom Lublin,Galadom,ulica Fabryczna 2,Fabryczna 2,Lublin,06,real_estate,pipeline_transportation,0.9919372693726938,0.77,conflict,"",""
08f1f1371293566103956d37a99719c0,"Praxis für Schmerzmedizin Dr. Carola Vogel, Privatpraxis (Selbstzahler/Privatversicherte)",Praxis für Schmerzmedizin,Mündener Str. 70,Mündener Str. 76,Reinhardshagen,Hesse,neurologist,,0.77,1.0,conflict,"",""
08f64a485d90050003025778785e590f,อาคารศิลาบาตร,อาคารศิลาบาตร ห้อง313(SBB313),,,,,campus_building,Community and Government > Education > College and University > College Classroom,0.48103896103896104,1.0,conflict,"",""
1407374887573410,Locatec Essen - RÜFA,Locatec Düsseldorf - RÜFA,Burgfeld 13-15,Burgfeld 13-15,Velbert,North Rhine-Westphalia,fire_and_water_damage_restoration,fire_and_water_damage_restoration,0.77,0.77,conflict,"",""
08f12db7756486da03e71a795e1b150a,"PLACE Landscape Architecture, LLC",PLACE Landscape Architecture,1325 W 1st Ave,1325 W 1st Ave Ste 204,Spokane,WA,professional_services,landscape_architect,0.9877528662420382,0.77,conflict,"",""
08f499586b644a620342160687c22f5f,Vulcanizadora Victoria,Vulcanizadora Víctor,Emiliano Zapata 30,Emiliano Zapata,,,automotive_repair,Business and Professional Services > Automotive Service > Automotive Repair Shop,0.9467515923566879,1.0,conflict,"",""
08f2656314813ce903d48de7e6fa2327,West Side Supply and Rental,"West Side Supply and Rental, Inc.",209 James Rollo Dr,209 James Rollo Dr,Grain Valley,MO,roofing,building_supply_store,0.9962614185921548,0.77,conflict,"",""
08f26cb8120b64f203d68aca639d4d4e,Waxahachie Ford Collision,Waxahachie Ford Parts,2401 N 1-35 E,2401 N 1-35 E,Waxahachie,TX,,auto_parts_and_supply_store,0.77,0.77,conflict,"",""
08f4995b9e3aba6c03df20d5c7b3d01a,"Escuela Secundaria Diurna 171 - ""Frida Kahlo""","Escuela Secundaria Diurna # 171 ""Frida Khalo""",Periferico,Periferico,Mexico City,,education,Community and Government > Education,0.7927927927927928,1.0,conflict,"",""
08f44d83b41acd1c03cf1eeefebb90c9,Elks Lodge 1709,Elk's Lodge 1709,1342 Spake Cir,1342 Spake Cir,Shelby,NC,community_services_non_profits,,0.9467515923566879,1.0,conflict,"",""
08f2aac6c880490d0366d0ef3078177a,Snap Fitness Joppa,Snap Fitness,413 Pulaski Hwy,413 Pulaski Hwy,Joppa,MD,gym,gym,0.9962614185921548,0.77,conflict,"",""
08f2e60113b58a10030d10e67f7b9ea2,カレット,カレット洋菓子店 矢田店,愛知県常滑市矢田垣出口４６−１,矢田垣出口46-1,常滑市,,bakery,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",0.9837452982267598,1.0,conflict,"",""
08f2986ab206c300039901e1848d8d8a,Safety-Kleen Systems,Safety Kleen,4582 Donovan Way,4582 Donovan Way,North Las Vegas,NV,environmental_testing,Business and Professional Services > Waste Management Service,0.77,1.0,conflict,"",""
08f1e943a1d746cb03550d63d3c549a8,Mary Print Sardegna,Mary Print,"Via Dei Gerani, SNC",Via dei Gerani,,,shopping,Retail > Print Store,0.9544061302681992,1.0,conflict,"",""
08f1f898460ab53603441ef8aea5ad0b,WingTsun and Gesundheitsschule Chiemgau,WingTsun & Gesundheitsschule Chiemgau,Kindergartenstr. 10,Kindergartenstr. 10,Palling,Bavaria,self_defense_classes,Sports and Recreation > Martial Arts Dojo,0.77,1.0,conflict,"",""
08f2e689b2b60d4003b6dd0f28a909d8,がんこ亭和気店,がんこ亭 和気店,岡山県和気郡和気町福富４９７−２,和気町福富497-2,和気郡和気町,,japanese_restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Ramen Restaurant,0.9837452982267598,1.0,conflict,"",""
08f29a1baeb2832203e9d467f859f591,Home Instead,Home Instead Senior Care,6593 Collins Dr,6593 Collins Dr Ste D-10,Moorpark,CA,home_health_care,home_health_care,0.9962614185921548,0.77,conflict,"",""
08fa884904d5d8aa03650d68d1b1dc18,Cheiro da Serra Store,Cheiro da Serra,"Rua Portugal, 10",Contém 1g,Nova Friburgo,RJ,cosmetic_and_beauty_supplies,Business and Professional Services > Health and Beauty Service > Hair Salon,0.28671328671328666,1.0,conflict,"",""
08f1f85ae5201aea032be7da504ebb74,EDEKA Kissel SBKcompact Landau,EDEKA Kissel SBK compact Landau,Taubensuhlstr. 3,Taubensuhlstr. 3-5,Landau in der Pfalz,"",supermarket,Retail > Food and Beverage Retail > Supermarket,0.77,1.0,conflict,"",""
08f268526bb45af50340c28883fc0c36,Odell Brewing Co,Odell Brewing Co-Small Batch Revival 2011,800 E Lincoln Ave,800 E Lincoln Ave,Fort Collins,CO,brewery,Dining and Drinking > Bar > Beer Garden,0.9837452982267598,1.0,conflict,"",""
08f1f8120960ecb603778517e167edf6,Volksbank Bad Saulgau,Volksbank,Hauptstr. 46,Hauptstr. 46,Sigmaringen,Baden-Wurttemberg,bank_credit_union,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,0.77,1.0,conflict,"",""
1688849864445936,El Dorado Hills Sports Club and Spa,El Dorado Hills Sports Club,530 Post Ct,530 Post Ct,El Dorado Hills,CA,gym,gym,0.77,0.77,conflict,"",""
08f28a6d5425cc25036a19e18ff103fb,Vitality Integrated Programs,Vitality Integrated Programs (VIP),215 Bluffs Ave,215 Bluffs Ave Ste s 100,Elko,NV,counseling_and_mental_health,health_and_medical,0.9962614185921548,0.77,conflict,"",""
08f1ea3c489b4273031b699369b01d32,Pasticceria Soriani,Pasticceria Monti & Nanni SNC,"Via Vittoria Colonna, 19",Via Colonna 19,Rimini,45,desserts,Dining and Drinking > Dessert Shop,0.9837452982267598,1.0,conflict,"",""
08f26628d08d4a2d030c4dc286d4b250,Little Jewels - Evergreen,Little Jewels Learning Center,1730 Evergreen Blvd,1730 Evergreen Blvd,Normal,IL,day_care_preschool,preschool,0.9962614185921548,0.77,conflict,"",""
08f1e8828ac4a04b03e9df4bbc9c6e7f,"The Butcher's - Macelleria, Gastronomia e Braceria",The Butcher's - Macelleria e Gastronomia,"Via Vittorio Veneto, 4",Via Vittorio Veneto 4,Monopoli,75,butcher_shop,Dining and Drinking > Food Court,0.9645127118644068,1.0,conflict,"",""
08f2baa4a38803b4030fff24e83b9e53,Industria Pizzeria,Industria Pizzeria + Bar,1323 Boulevard Michèle-Bohec,1323 Blvd Michèle-Bohec,Blainville,QC,pizza_restaurant,bar,0.997898979043525,0.77,conflict,"",""
08f2a9625a169202036560877baa0345,Tomorrow's Technology Today,Tomorrows Technology Today,501 N Eastern Ave,501 N Eastern Ave Ste A,St Henry,OH,it_service_and_computer_repair,information_technology_company,0.9877528662420382,0.77,conflict,"",""
08f1e832b2d834640363c21800e2646c,Di Vicino Forni a Legna e a Gas,Di Vicino Forni Srls,"Via Dino Campana, 212",Via Campana 212- Quarto,Quarto,72,restaurant_equipment_and_supply,Dining and Drinking > Restaurant,0.9544061302681992,1.0,conflict,"",""
08f1f9ed91650d5c03d6422709e042e1,Hexagone,Hexagone Scène Nationale,24 Rue des Aiguinards,24 rue des Aiguinards,Meylan,,theatre,Arts and Entertainment > Performing Arts Venue > Concert Hall,0.9837452982267598,1.0,conflict,"",""
08f18252ed2e644003e208e0b4a322d1,Speedwell Family Support,Speedwell Trust,48 Parkanaur Road,57a Parkanaur Rd,Dungannon,NIR,charity_organization,Community and Government > Organization > Charity,0.3941504178272981,1.0,conflict,"",""
08f4995b8b14a09003421c303ebeea28,Servicio Condesa de Zacatecas,Servicio Condesa de Zacatecas Est. 13915,Avenida Santa Rosa 3,Av. Santa Rosa 1,Tlalnepantla de Baz,,gas_station,Travel and Transportation > Fuel Station,0.6214335421016005,1.0,conflict,"",""
08f1f15430b5a80a03d64cc7138c01f1,Thermo Systems,Thermo-Systems GmbH,Zur Alten Wörpe 4,Zur alten Wörpe 4,Lilienthal,,hvac_services,hvac_services,0.9877528662420382,0.77,conflict,"",""
08f26610dd02e62b03cb2f6c44b0c9b4,The Maids of Greenwood and Terre Haute,The Maids in Greenwood and Terre Haute,3197 S US Highway 231,"3197 S US 231, Unit B",Greencastle,IN,home_cleaning,home_cleaning,0.9877528662420382,0.77,conflict,"",""
08f1e8439298263003d04efb18ab2497,Ristorante Pizzeria Cavour,Ristorante Cavour,"Corso Camillo Benso di Cavour, 21",Corso Cavour 21,Todi,55,pizza_restaurant,Dining and Drinking > Restaurant > Italian Restaurant,0.9908651262761956,1.0,conflict,"",""
08f1f1d48823204b0359a6c51b3c437f,Bitkom Akademie,Bitkom Akademie,Albrechtstraße 10,Albrechtstr. 10,Berlin,,education,adult_education,0.997898979043525,0.77,match,"",""
08f2a107298e431c0386a137a00c7d6c,Walgreens,Walgreens,120 Court St,44 Court St,Brooklyn,NY,pharmacy,Retail > Pharmacy,0.9962614185921548,1.0,match,"",""
08f44c021830026803d17bc7c5fb545d,Campbell Veterinary Hospital,Campbell Veterinary Hospital,106 Walmart Dr,102 Walmart Dr,Eatonton,GA,veterinarian,animal_hospital,0.9962614185921548,0.77,match,"",""
562949962132921,MT caravane,MT Caravane,844-A Rue J.-Ambroise-Craig,844-A rue J.-Ambroise-Craig,Lévis,QC,recreation_vehicle_repair,recreation_vehicle_repair,0.77,0.77,match,"",""
562949957884331,Genesis Digestive Disease Specialists,Genesis Digestive Disease Specialists,999 Garden Rd,999 Garden Road,Zanesville,OH,gastroenterologist,gastroenterologist,0.77,0.77,match,"",""
08f2664c9939219403dbde16d5780a75,bp,BP,6749 Ogden Ave,6749 Ogden Ave,Berwyn,IL,gas_station,gas_station,0.9962614185921548,0.77,match,"",""
08f48932e69a12dd03d5671400e23b78,AT&T Store,AT&T Store,104 Shult Dr Ste A,104 Shult Dr Ste A,Columbus,TX,mobile_phone_accessories,Retail > Computers and Electronics Retail > Mobile Phone Store,0.77,1.0,match,"",""
08f26c866888838503899ce333500e26,Link & Associates,Link & Associates,10440 N Central Expy,10440 N Central Expy Ste 950,Dallas,TX,lawyer,general_litigation,0.997898979043525,0.77,match,"",""
1970324838493823,InfoBate,InfoBate,"750 Holiday Dr Ste 590, Foster Plaza Bldg 9","750 Holiday Dr Ste 590, Foster Plaza Bldg 9",Pittsburgh,PA,information_technology_company,information_technology_company,0.77,0.77,match,"",""
08f260d896124c8a03a272c5e79517be,Kum & Go,Kum & Go,409 Nile Kinnick Dr S,409 Nile Kinnick Dr,Adel,IA,convenience_store,convenience_store,0.9962614185921548,0.77,match,"",""
1407374883799450,Smashburger,Smashburger,3707 Bloomington St,3707 Bloomington St Spc 1226,Colorado Springs,CO,burger_restaurant,burger_restaurant,0.77,0.77,match,"",""
08f2a10b0d46bcc603dbea3a608a01bf,BP,BP,85 Church St,Church St 85,Ronkonkoma,NY,gas_station,gas_station,0.835944055944056,0.77,match,"",""
844424930402669,Commerce Bank,Commerce Bank,4400 Green Mount Crossing Dr,4400 Green Mount Crossing Dr,Shiloh,IL,bank_credit_union,bank_credit_union,0.77,0.77,match,"",""
1407374886203415,"Abraham C Gaupp, MD","Abraham C Gaupp, MD",1775 Dempster St,1775 Dempster St,Park Ridge,IL,anesthesiologist,anesthesiologist,0.77,0.77,match,"",""
08fa96e0d31aaa0003dff57d6d7652d6,Mongoaurelio Resto,Mongoaurelio Resto,Córdoba 70,Cordoba 70,Resistencia,,pizza_restaurant,Dining and Drinking > Restaurant > Pizzeria,0.2009132420091324,1.0,match,"",""
08f1e80505821ce503d0fee349992585,Dolce Maniera,Dolce Maniera,"Viale Giulio Cesare, 114","Via Barletta, 27",Roma,62,bakery,Dining and Drinking > Dessert Shop,0.9837452982267598,1.0,match,"",""
08f48b3c6391176103e7bd65dac904c1,Dollar Tree,Dollar Tree,23969 Stuart Place Rd,23969 Stuart Place Rd,Harlingen,TX,discount_store,convenience_store,0.9962614185921548,0.77,match,"",""
08f2aa859dba3af003731e8ef72ef347,International Bakery,International Bakery,113 E Diamond Ave,113 E Diamond Ave,Gaithersburg,MD,bakery,Dining and Drinking > Bakery,0.6214335421016005,1.0,match,"",""
08f1e8b284d8dc4d034b3342ce3cb2f4,Il Bastione,Il Bastione,"Riviera Nazario Sauro, 28",Via Sauro 28,Gallipoli,75,seafood_restaurant,Dining and Drinking > Restaurant > Seafood Restaurant,0.9837452982267598,1.0,match,"",""
08f194a9335320c20327880599247e83,Domino's Pizza,Domino's Pizza,143 High Street,143 High Street,Rochester,ENG,pizza_restaurant,Dining and Drinking > Restaurant > Pizzeria,0.9962614185921548,1.0,match,"",""
08f2a15462cf6b4d0326f85bc01070e3,uBreakiFix,uBreakiFix,1826 Old Country Rd,1826 Old Country Rd,Riverhead,NY,electronics,mobile_phone_repair,0.9962614185921548,0.77,match,"",""
1125899911811999,ARCO,ARCO,4161 Saint Rose Pkwy,4161 Saint Rose Pkwy Ste A,Henderson,NV,gas_station,gas_station,0.77,0.77,match,"",""
08f60a25956e9c3203ba91cd4c1ef891,13214343,13214343,1766 Palo Verde Ave,1766 Palo Verde Ave,East Palo Alto,CA,,,0.77,0.77,match,"",""
08f2802adab6e00c030a1be91d4875ee,Carriage House,Carriage House,937 10th St,958 10th St.,Arcata,CA,restaurant,Dining and Drinking > Bar > Wine Bar,0.9645127118644068,1.0,match,"",""
1125899912262407,Olympia Gymnastics & Cheer,Olympia Gymnastics & Cheer,6925 E Sunbelt Dr,6925 E Sunbelt Dr,San Antonio,TX,cheerleading,cheerleading,0.77,0.77,match,"",""
1125899910833739,Minute Key,Minute Key,6211 N Illinois St,6211 N Illinois St,Fairview Heights,IL,key_and_locksmith,key_and_locksmith,0.77,0.77,match,"",""
08f195da48ac889c038925b03f3b7b34,The Prince Regent,The Prince Regent,71 Marylebone High Street,71 Marylebone High St,London,ENG,pub,irish_pub,0.997898979043525,0.77,match,"",""
08f1ea3d3184e6c803e98d556aa5e9c6,Estetica Sara,Estetica Sara,via Saffi 6,Via A.Saffi,Forlimpopoli,,spas,Business and Professional Services > Health and Beauty Service > Spa,0.28686635944700467,1.0,match,"",""
08f4440c1249b85c03b5b634418623f6,"Carl Sidney Luikart, MD","Carl Sidney Luikart, MD",7777 Hennessy Blvd Ste 1000,7777 Hennessy Blvd Ste 1000,Baton Rouge,LA,cardiologist,cardiologist,0.77,0.77,match,"",""
08f26aa536d9db580322956a78b86154,European Motor Cars Inc,European Motor Cars Inc,802 E Mulberry St,505 Riverside Ave,Fort Collins,CO,automotive_repair,brake_service_and_repair,0.997898979043525,0.77,match,"",""
1970324839862623,The Brace Place,The Brace Place,569 NE Clay Ave,569 NE Clay Ave,Bend,OR,orthodontist,orthodontist,0.77,0.77,match,"",""
08f1f984007324a103006beac17ac2eb,aqva,Aqva,"Via San Donato, 46H",Via Antonio Pacinotti,Torino,21,pet_store,Retail > Pet Supplies Store,0.9908651262761956,1.0,match,"",""
08f1faba31a060030311b939ef52c6da,Casino Lichtspiele,Casino Lichtspiele,Eschenauer Hauptstraße 55,Orchideenstraße 29,Eckental,,cinema,Arts and Entertainment > Movie Theater,0.9544061302681992,1.0,match,"",""
08f2621a6972e00d03d5156fe2c80dde,Tires Plus,Tires Plus,12700 Wayzata Blvd,12700 Wayzata Blvd,Minnetonka,MN,tire_dealer_and_repair,tire_shop,0.9962614185921548,0.77,match,"",""
08f1e15b73ce531b03ec071d30dc52af,Merak,Merak,Mariahilfer Straße 139,Mariahilfer Straße 139,Wien,,barbecue_restaurant,barbecue_restaurant,0.9962614185921548,0.77,match,"",""
08f26c80c458a69603342e20e86d7561,SPENGA Prosper,SPENGA Prosper,900 South Preston Road Suite 30,900 S Preston Rd Ste 30,Prosper,TX,gym,gym,0.77,0.77,match,"",""
08f392ea0d4ea8da03cde6ad03c0fe74,Lupa Supermercados,Lupa Supermercados,"Avda. Obispo Panduro y Villafañe, 39","Avda. Obispo Panduro y Villafañe, 39",Valderas,León,supermarket,supermarket,0.77,0.77,match,"",""
08f2668b8579dc5a03afce7f390fe275,Circle K,Circle K,7800 St Andrews Church Rd,9737 Old Third St Rd,Louisville,KY,convenience_store,convenience_store,0.9918379237288135,0.77,match,"",""
1125899910314744,The Glen At Shawmont Station,The Glen at Shawmont Station,300 Autumn River Run,300 Autumn River Run,Philadelphia,PA,apartments,apartments,0.77,0.77,match,"",""
1407374884715009,BP,BP,S 10th St 2705,2705 S 10Th St,Manitowoc,WI,gas_station,gas_station,0.77,0.77,match,"",""
